a	een
mantle, cloak	mantel
manure, fertilizer	mest
manuscript	handschrift
manuscript	kopij
manuscript	manuscript
many	menig
many	vele
many, much	veel
manuvre, maneuver, manoeuvre	rangeren
Maori	Maori
Maori	Maori-taal
map	kaart
map	landkaart
maple	ahorn
maple	esdoorn
marble, corpuscle	pilletje
March	lentemaand
March	maart
march, walk	marcheren
margarine	margarine
margin	marge
margin, edge, lace, shore, brim	kant
marguerite	margriet
mark	merken
mark, characterize	tekenen
marketplace, fair, market, bazaar	markt
marmelade, jam	jam
marmelade, jam	marmelade
Marowine	Marowijne
marriage, matrimony	huwelijk
marriage, really, authentic, genuinely, matrimony	echt
married	gehuwd
married	getrouwd
marry, wed	in de echt verbinden
Mars	Mars
marsh, swamp	drasland
marsh, swamp, nut	moer
Martian	Marsbewoner
Martian	Martiaan
martyr	bloedgetuige
martyr	martelaar
marvel, wonder	zich verbazen
marvel, wonder	zich verwonderen
Mary	Maria
mask	bemantelen
mask	bewimpelen
mask	maskeren
mason	metselaar
Mason, freemason	vrijmetselaar
masonic	vrijmetselaars-
masonry	metselwerk
masquerade	maskering
mass, multitude, pile, crowd	massa
massacre	bloedbad
massacre	moordpartij
massage	masseren
massive	massief
mast	mast
master	meester worden
master	onder de knie krijgen
mat	schaakmat
match	lucifer
match-make	koppelen
match-maker	koppelaarster
mate	paren
material	stoffelijk
material, data	materieel
materialise, materialize	materialiseren
materialize, materialise	verstoffelijken
mathematical	mathematisch
mathematical	wiskundig
mathematician	mathematicus
mathematician	wiskundige
mathematics	mathematica
mathematics	wiskunde
matrimony, marriage	echtverbintenis
matrix	gietvorm
matrix	matrijs
matrix	matrix
matron	intendante
matter, affair, business, case, concern	aangelegenheid
matter, object, affair, thing, business, case	ding
Matterhorn	Matterhorn
mattress	matras
mature, ripe	bezonken
matzo	matse
matzo	paasbrood
Mauretanian, Moorish, Moresque	Mauretanisch
Mauritania	Mauretanië
Mauritius	Mauritius
maw, opening, aperture, gap	opening
maxim	zinspreuk
maxim, aphorism	spreuk
maximum	maximaal
maximum	maximum-
May	bloeimaand
May	mei
may	mogen
Maya	Maya
mayor, burgomaster, provost	burgemeester
mayor, provost, burgomaster	burgervader
meadow	beemd
meadow	grasland
meadow	weide
meadow	weiland
meal, flour	meel
meal, flower, bloom, flour	bloem
mealies, maize	mais
mean, middle, average	gemiddeld
meander, brandish, oscillate, sway, fling	slingeren
meaningless	onbetekenend
meanwhile	daarentegen
meanwhile	inmiddels
meanwhile	intussen
measles	mazelen
measurement	afmeting
measurement	dimensie
meat	vlees
meat, flesh	vlees
Mecca	Mekka
mechanic	mecanicien
mechanic	werktuigkundige
mechanical	mechanisch
mechanics	mechanica
mechanics	werktuigkunde
medal	medaille
medal, coin	penning
medical	geneeskundig
medical	helend
medical	medicinaal
medicine, pharmaceutical	medicijn
Medina	Medina
meditate	mediteren
meditate	nadenken
meditate	peinzen
meditative, thoughtful, pensive, thinking	nadenkend
Mediterranean	Middellandse Zee
Medusa	Medusa
meekness, leniency, balminess, mildness	zachtaardigheid
meeting	vergadering
meeting, session	zitting
Mekong	Mekong
melancholy	droefgeestig
melancholy	melancholiek
melancholy	weemoedig
Melanesia	Melanesië
Melanesian	Melanesisch
melodrama	melodrama
melodramatic	melodramatisch
melody	deun
melody	deuntje
melody	melodie
melody	wijsje
melon	meloen
melt, thaw	dooien
melt, thaw	ontdooien
melt, thaw	wegsmelten
melting	dooi
member, limb, joint	lid
membership	lidmaatschap
memorable	gedenkwaardig
memorable	heuglijk
memorize	uit het hoofd leren
memorize	van buiten leren
memory, recollection	geheugen
memory, recollection	heugenis
mend	boeten
mend	flikken
mend	lappen
mend	oplappen
mental	mentaal
mention	gewag maken van
mention	vermelden
mention, cite, call, quote	noemen
menu, map, card	kaart
Mephistopheles	Mefistofeles
Mercury	Mercurius
merit, deserve	toekomen
merit, deserve	waard zijn
merry, gay	goedgeluimd
merry-go-round, carousel, carrousel	carrousel
merry-go-round, carrousel, carousel	zweefmolen
mesh, loop	breisteek
mesh, loop	maas
mesh, loop	strik
mesh, stitch, spades, loop	steek
Mesolithic	Mesolithicum
Mesozoic	Mesozoïcum
message, advertisement, ad	bericht
metal, metallic	metalen
metalled	kei-
metalled	keislag-
metalled	stenig
metamorphosis	gedaanteverwisseling
metamorphosis	metamorfose
metaphor	beeldspraak
metaphor	metafoor
meteorite	meteoriet
meteorology	meteorologie
meteorology	weerkunde
meter, metre	meter
method	methode
methodical	methodisch
methodical	schools
Methodist	methodistisch
Methuselah	Methusalem
metre, meter	metrum
metre, meter	versmaat
metric	metriek
metropolis	hoofdstad
metropolis	metropolis
metropolis	metropool
Meuse	Maas
Mexican	Mexicaans
Mexico	Mexico
mica	glimmer
mica	mica
microfilm	microfilm
Micronesia	Micronesië
microphone	microfoon
microscope	microscoop
Midas	Midas
midday, noon	noen
middle	doorsnee
middle	middelbaar
middle-aged	van middelbare leeftijd
midge-bite, gnat-bite	muggebeet
midnight	middernacht
midshipsman, middy	adelborst
midwife	verloskundige
midwife	vroedvrouw
migrant	migrerend
migrant	rondtrekkend
migrant	trekkend
Milan	Milaan
mild	mild
mild	zachtaardig
mild	zachtmoedig
mildness, gentleness, balminess, meekness	mildheid
mildness, softness, mellowness, balminess	zachtheid
mile	mijl
milestone, milepost, landmark	mijlpaal
military	militair
milk	melk
milk-powder	melkpoeder
mill	molen
millenium	duizendjarig tijdperk
millenium, millennium	millennium
miller	molenaar
miller	mulder
millet	gierst
millimeter, millimetre	millimeter
milliner	modemaakster
milliner	modiste
million	miljoen
mince, dice, chop	fijnhakken
mind, intellect	intellect
mind, intellect	verstand
mine	de mijne
mine	het mijne
minefield	mijnenveld
minelayer	mijnenlegger
miner	mijnwerker
mineral	mineraal
Minerva	Minerva
mingle, shuffle, mix, blend	mixen
minimum	miniem
minimum	minimaal
mining	mijnbouw
mining-engineer	mijningenieur
minister	bewindsman
minister	minister
ministerial	ministerieel
ministry	ministerie
minority	minderheids-
mint	kruizemunt
mint	pepermunt
mint, coin	munt
mint-master, cashier	muntmeester
minus	minus
minute	minuut
minutes, protocol	proces-verbaal
Miocene	Mioceen
miracle	mirakel
miraculous	miraculeus
mirage	fata morgana
mirage	luchtspiegeling
mirror	afspiegelen
miscalculate	buiten de waard rekenen
miscalculate	misrekenen
miscarry, abort	een miskraam krijgen
mischievous, malicious, vicious	hatelijk
mischievous, malicious, vicious	kwaadaardig
miserable	jammerlijk
miserably, wretched	ellendig
miserly, avaricious, stingy	gierig
miserly, stingy, avaricious	inhalig
misery	armoe
misery	ellende
misery	misère
misery	narigheid
misleading	illusoir
miss	misgrijpen
miss	mislopen
miss, lack	missen
mission	missie
mission	zending
missionary	missionaris
missionary	zendeling
mistake, error	dwaling
mistake, error	vergissing
mistaken, wrong, erroneous, incorrect	verkeerd
mistletoe	maretak
mistletoe	vogellijm
misty, fuzzy	heiig
misunderstand	misvatten
misunderstand	verkeerd begrijpen
misunderstanding	misverstand
mite, woodpile	mijt
miter, mitre	mijter
mix, blend, mingle, shuffle	mengen
mixture	mengeling
mixture	mengelmoes
mixture	mengsel
mizzle, drizzle	motregenen
mnemonic	mnemonisch
moan, groan	kermen
moan, sigh	zuchten
mobile	beweegbaar
mobile	mobiel
mobilize	mobiliseren
mock	bespotten
mock	honen
mock	spotten
mockery	aanfluiting
mode, manner	manier
mode, style, manner	trant
modem	modem
moderate, reasonable	gematigd
moderation	matigheid
modern	bijdetijds
modern	modern
modern	nieuwerwets
modernize	moderniseren
modest	ingetogen
modest, moderate, reasonable, discrete	bescheiden
modesty	bescheidenheid
modesty	discretie
modify	modificeren
modify	wijzigen
moisture	condens
moisture, touch, scale, assessment	aanslag
mold, mould, model	modelleren
Moldavia	Moldavië
Moldavian	Moldavisch
moldy, mouldy, musty	vuns
mole	mol
molecule	molecuul
Moloch	Moloch
Moluccan	Moluks
Moluccas	Molukken
mom, mam, mommy, mammy	mamma
moment, instant	moment
moment, instant	ogenblik
moment, instant, regard, pulse	tel
momentarily	eventjes
momentarily	korte tijd
momentarily, equally	even
Monacan	Monegask
Monaco	Monaco
monarch	monarch
monarch, prince, frost, coping	vorst
monastery	klooster
monastery	mannenklooster
Monday	maandag
Monegasque	Monegaskisch
money	geld
money	poen
money-box, till	kas
Mongol	Mongool
Mongolia	Mongolië
Mongolian	Mongools
mongoose	ichneumon
mongoose	mangoest
mongoose	mungo
monitor	monitor
monitor, eavesdrop	afluisteren
monk	monnik
monkey-wrench	Engelse sleutel
monkshood, aconite	monnikskap
monocle	monocle
monocle	oogglas
monopolize, corner	opkopen
monopoly	alleenhandel
monopoly	monopolie
monotonous	eentonig
monotonous	monotoon
Mons	Bergen
monsignor	monseigneur
monster	mormel
monster	rotbeest
monstrance	monstrans
monstrosity	monsterachtigheid
monstrous	gedrochtelijk
monstrous	monsterachtig
montbretia	montbretia
Montenegrin	Montenegrijns
Montenegro	Montenegro
month	maand
monthly	maand-
monthly	maandelijks
monument	gedenkteken
monument	monument
monumental	monumentaal
mood	gemoedstoestand
mood, moral	moreel
moon	maan
moor	meren
moor	onderbinden
Moor, Mauritanian	Mauretaniër
Moor, Mauritanian	Moor
Moor, Mauritanian	Moriaan
moorhen	waterhoen
Moorish, Mauretanian, Moresque	Moors
moose, elk	eland
moped	bromfiets
moraine	gruiswal
moraine	morene
moral	zedelijk
moralist	moralist
moralist	zedenmeester
morality	moraliteit
morality	zedelijkheid
morals	moraal
moratorium	moratorium
moratorium	surséance
Moravia	Moravië
Moravian	Hernhutter
more, lake	meer
morel	morille
morello	morel
moreover, besides	overigens
mores	zede
morganatic, morganatical	morganatisch
Mormon	mormoons
morning	ochtend
Moroccan	Marokkaans
Morocco	Marokko
morose, sullen, fretful, straightforward, simple	aalwaardig
morpheme	morfeem
Morpheus	Morpheus
morphia, morphine	morfine
morphinomaniac	morfinist
morphology	morfologie
morsel, mouthful	mondvol
mortal	sterfelijk
mortar, morter	mortier
morter	metselkalk
morter	mortel
morter	specie
mortgage	hypotheek
mosaic	mozaïek
Moscow	Moskou
Moselle	Moezel
moselle	Moezelwijn
Moses	Mozes
Moslem, Muslim, Mohammedan, Mussulman	mohammedaan
mosque	moskee
mosquito	muskiet
mosquito-net, mosquito-netting	muskietengaas
mosquito-netting, mosquito-net	muskietennet
moss	mos
moss-green	mosgroen
mossy	mossig
most	hoogst
most	meest
mostly	grotendeels
mostly	merendeels
mostly	overwegend
motel	motel
motet	motet
moth, night-moth	nachtvlinder
moth, night-moth	uiltje
moth-eaten	mottig
mother	moeder
motion, resolution	motie
motion, resolution	resolutie
motionless	roerloos
motionless, fixed	onbeweeglijk
motivation	motivatie
motor-boat, motor-launch	motorboot
motor-cyclist	motorrijder
motorcycle	motorfiets
motorcycle, motor	motor
motorial, locomotive	motorisch
motorize	motoriseren
motorway	snelweg
motorway, turnpike	autobaan
motto, watchword, slogan	devies
motto, watchword, slogan	leus
motto, watchword, slogan	leuze
mould, mold	boetseren
mount, infuse, link, typeset	zetten
mountable	beklimbaar
mountain	berg
mountaineering	alpensport
mountaineering	alpinisme
mountaineering	bergbeklimming
mourn	rouwen
mournful	rouw-
mourning	rouw
mouse	muis
mouse	muis
mousepad	mousepad
mousetrap, mouse-trap	muizeval
moustache	knevel
moustache	snor
mouthful, morsel	hap
move, stir	ontroeren
movement, commotion	beweging
movie, film	film
movie, film	rolprent
moving	aandoenlijk
moving	ontroerend
Mozambican	Mozambiquaans
Mozambican	Moçambiquaans
Mozambique	Mozambique
Mozambique	Moçambique
Mr, Mr.	dhr.
mu	mu
muck-water	aalt
muck-water	gier
mucous	slijmerig
mucous	snotterig
mucus	slijm
mud	slik
mud, slime	modder
mud, slime	slijk
muddy	modderig
mudguard	slijkbord
mudguard	spatbord
mudguard	spatscherm
muezzin	moëddzin
muezzin	mueddzin
muezzin	muezzin
Muhammad, Mohammed	Mohammed
mulatto	mulattin
mulberry-tree	moerbei
mulberry-tree	moerbeiboom
mule	muiltje
mule, basket	slof
muleteer	muildierdrijver
multicoloured	bont
multicoloured	veelkleurig
multinational	multinationaal
multiple	veelvoud
multiply	vermenigvuldigen
multitasking	multitasking
mummification	mummificatie
mummy	mummie
munition, ammunition	ammunitie
murder	moorden
murder	vermoorden
murderer	moordenaar
murderess	moordenares
muscatel	muskaatwijn
muscle	spier
Muscovite	Moskovitisch
muscular	spier-
muse	muze
museum	museum
mushroom	champignon
music	muziek
music	muziek
music-book	muziekboek
music-lesson	muziekles
music-lover	muziekliefhebber
music-stand	muziekstander
musical	muziek-
musical	muzikaal
musical-box, music-box	muziekdoos
musicality	muzikaliteit
musician	musicus
musician	muzikant
musician	speelman
musicology	muziekwetenschap
musk	muskus
musk-deer	muskusdier
musk-ox	muskusos
musket	musket
musketeer	musketier
muskrat, musquash, musk-rat	muskusrat
muslin	mousseline
muslin	neteldoek
mussel	mossel
mussel-bank, mussel-bed	mosselplaat
Mussulman, Mohammedan, Moslem, Muslim	islamiet
Mussulman, Muslim, Mohammedan, Moslem	moslim
mustard	mosterd
mustard-gas	mosterdgas
muster-roll	monsterrol
musty, moldy, mouldy	duf
musty, mouldy, moldy	vunzig
mutation	mutatie
mutineer, rebel	rebel
mutiny, rebellion	onlusten
mutiny, rebellion	opstand
mutter	mompelen
mutter	mummelen
mutter, buzz, hum	brommen
mutton	schapevlees
mutual, reciprocal	onderling
mutual, reciprocal	wederkerig
my	m'n
Mycenae	Mycene
myriad	myriade
myself	mezelf
myself	mijzelf
mystery	geheimenis
mystery	mysterie
mystical, mystic	mystiek
mysticism	mysticisme
mystification	bedotterij
mystification	fopperij
mystification	mystificatie
mystify, hoax	beduvelen
myth	mythe
mythical	mythisch
mythologist	mytholoog
mythology	mythologie
myxomatosis	myxomatose
N.B.	n.b.
nabob	nabob
nadir	nadir
nadir	voetpunt
naiad	najade
naiad	waternimf
nail	nagelen
nail	spijkeren
nail-bed	nagelbed
nail-brush	nagelborstel
nail-scissors	nagelschaartje
nail-varnish	nagellak
naive, naif, naïf, naïve	naïef
naive, naïve, naïf, naif	argeloos
naive, naïve, naïf, naif	ongekunsteld
naked, nude, bare	onopgesmukt
nakedness, nudity	naaktheid
name, appellation	naamwoord
name-day	naamdag
name-plate	naambordje
namely, viz.	te weten
namesake	naamgenoot
Namibia	Namibië
Namibian	Namibisch
Namur	Namen
nap, slumber	druilen
nap, slumber	dutten
nape, neck	nek
naphthaline, naphthalene	naftaleen
naphthol	naftol
napkin	servet
Naples	Napels
narrative, tale	relaas
narrative, tale	vertelling
narrative, tale	vertelsel
narrow	bekrompen
narrow	smal
nasal	nasaal
nasal	neus-
nasturtium	Oostindische kers
nasty, gruesome, abhorrent, alien, hideous, dreary	afschuwelijk
Natal	Natal
nation	natie
national	nationaal
national	vaderlands
nationality	nationaliteit
nationalization	naasting
nationalize	naasten
nationalize	nationaliseren
natural, naturally	natuurlijk
naturally	uiteraard
naturally	van nature
nature, character, sort, personality	aard
nauseate	afkeer inboezemen
Navajo	Navajo
nave, hub	naaf
navel	navel
navigate	navigeren
navigation	navigatie
navy	marine
navy	zeemacht
Nazi	nazi-
Nazi	nazistisch
Ndebele	Ndebele
Ndebele	Ndebele-taal
Neapolitan	Napolitaans
near	aanstaand
near	eerstvolgend
near	komend
near-sighted, short-sighted	bijziend
nearby	daarnaast
nearby	ernaast
nearby	hiernaast
nearer, further	nader
nearest, next	eerstkomend
nearly, almost	bijna
nearly, almost	schier
neat, precize, net	netto
neat, precize, net	netto-
Nebuchadnezzar	Nebucadnezar
necessary	benodigd
necessary	nodig
necessity	noodzaak
necessity	noodzakelijkheid
neck, knob	hals
necklace	collier
necklace	halsketting
necklace	halssnoer
necktie, badger, tie, shawl	das
necktie, tie	stropdas
nectar	nectar
need, require	behoeven
need, require	hoeven
need, require	nodig hebben
needle	naald
needless	onnodig
needlework	naaikunst
needlework	naaivak
needy	behoeftig
needy	berooid
needy	nooddruftig
negative, half-tone, cliché, stereotype	cliché
negatively	ontkennend
neglect	veronachtzamen
neglectful, remiss, careless, negligent	nalatig
negligence, carelessness, remissness	nonchalance
negligent, careless, remiss, neglectful	nonchalant
negotiate	zaken doen
negotiate, trading	handeldrijven
Negro	neger-
Negro, black	zwart
neigh, bleat, bellow	balken
neigh, roar, bleat, yell, howl, bellow	brullen
neighbor, neighbour	buur
neighbor, neighbour	buurman
neighborhood	nabuurschap
neighbour, neighbor	gebuur
neighbour, neighbor	nabuur
neighbouring	naburig
neither	evenmin
neither	noch
Neolithic	Jongere Steentijd
Neolithic	Neolithicum
neologism	neologisme
neon	neon-
Nepal	Nepal
Nepalese	Nepalees
nephew	neef
nephew	oomzegger
Neptune	Neptunus
nerve	zenuw
nervous	nerveus
nervous	zenuw-
nervous	zenuwachtig
nest	een nest maken
nest	nestelen
Nether-Rhine	Nederrijn
nettle	brandnetel
nettle	netel
network	netwerk
network, elegant, net, fine, beautifully, handsome	net
neutral, impartial	afzijdig
neutral, impartial	neutraal
never	nimmer
never	nooit
nevertheless	desondanks
nevertheless, however	niettemin
new, novel	nieuw
new, novel	opkomend
newness	nieuwheid
news	nieuws
news, novelty	nieuwigheid
news, novelty	nieuws
news, novelty	nieuwtje
newspaper, gazette, journal, magazine, periodical	krant
Nguni	Nguni
nibble, pick	knabbelen
Nicaragua	Nicaragua
Nicaraguan	Nicaraguaans
nice, enjoyable, lovely, pleasing, agreeable	behaaglijk
niche	nis
niece, cousin	nicht
Niger	Niger
Nigeria	Nigeria
Nigerian	Nigeriaans
Nigerien	Nigerees
Nigerien	Nigerijns
night	nacht
night-attire	nachtgewaad
night-blind	nachtblind
night-frost	nachtvorst
night-gown, nightie, night-dress	nachtjapon
night-lamp	nachtlampje
night-lamp	nachtlichtje
night-moth, owl, moth	uil
night-shift, night-duty, night-service	nachtdienst
night-shirt	nachthemd
night-train	nachttrein
night-watch, nightwatch	nachtwake
nightingale	nachtegaal
nightjar	geitenmelker
nightjar	nachtzwaluw
nightmare, incubus	angstdroom
nightmare, incubus	incubus
nightmarish	nachtmerrieachtig
nightshade	nachtschade
Nile	Nijl
nimbus	nimbus
nimbus	stralenkrans
Nimrod	Nimrod
Nimwegen, Nijmegen	Nijmegen
nine	negen
nine	negen
nineteen	negentien
ninety	negentig
ninth	negende
nipple	tepel
nit-picker, niggler, hair-splitter	muggezifter
no	nee
no, not	nee
no, not	niet
